,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
3459,70.63,38.3,0.0,0.03,87.91,100.0,3600,Weekday,Tuesday,Light_Load
3460,14.0,11.56,0.0,0.01,77.11,100.0,4500,Weekday,Tuesday,Light_Load
3461,5.11,4.5,0.0,0.0,75.05,100.0,5400,Weekday,Tuesday,Light_Load
3462,6.66,5.26,0.0,0.0,78.48,100.0,6300,Weekday,Tuesday,Light_Load
3463,6.34,4.9,0.0,0.0,79.12,100.0,7200,Weekday,Tuesday,Light_Load
3464,6.34,5.15,0.0,0.0,77.62,100.0,8100,Weekday,Tuesday,Light_Load
3465,6.34,5.51,0.0,0.0,75.48,100.0,9000,Weekday,Tuesday,Light_Load
3466,6.3,5.15,0.0,0.0,77.42,100.0,9900,Weekday,Tuesday,Light_Load
3467,6.37,5.15,0.0,0.0,77.76,100.0,10800,Weekday,Tuesday,Light_Load
3468,6.3,5.11,0.0,0.0,77.66,100.0,11700,Weekday,Tuesday,Light_Load
3469,6.34,5.54,0.0,0.0,75.3,100.0,12600,Weekday,Tuesday,Light_Load
3470,6.34,5.29,0.0,0.0,76.78,100.0,13500,Weekday,Tuesday,Light_Load
3471,6.3,5.15,0.0,0.0,77.42,100.0,14400,Weekday,Tuesday,Light_Load
3472,6.34,4.97,0.0,0.0,78.7,100.0,15300,Weekday,Tuesday,Light_Load
3473,5.29,4.82,0.0,0.0,73.92,100.0,16200,Weekday,Tuesday,Light_Load
3474,4.39,3.56,0.0,0.0,77.67,100.0,17100,Weekday,Tuesday,Light_Load
3475,4.39,3.49,0.0,0.0,78.28,100.0,18000,Weekday,Tuesday,Light_Load
3476,4.46,3.46,0.0,0.0,79.01,100.0,18900,Weekday,Tuesday,Light_Load
3477,4.43,3.49,0.0,0.0,78.55,100.0,19800,Weekday,Tuesday,Light_Load
3478,4.43,3.49,0.0,0.0,78.55,100.0,20700,Weekday,Tuesday,Light_Load
3479,4.39,3.38,0.0,0.0,79.24,100.0,21600,Weekday,Tuesday,Light_Load
3480,4.39,3.35,0.0,0.0,79.5,100.0,22500,Weekday,Tuesday,Light_Load
3481,5.22,4.68,0.0,0.0,74.46,100.0,23400,Weekday,Tuesday,Light_Load
3482,5.08,4.32,0.0,0.0,76.18,100.0,24300,Weekday,Tuesday,Light_Load
3483,4.32,3.1,0.0,0.0,81.25,100.0,25200,Weekday,Tuesday,Light_Load
3484,4.32,3.13,0.0,0.0,80.98,100.0,26100,Weekday,Tuesday,Light_Load
3485,6.37,4.46,0.0,0.0,81.92,100.0,27000,Weekday,Tuesday,Light_Load
3486,8.14,4.54,0.04,0.0,87.33,100.0,27900,Weekday,Tuesday,Light_Load
3487,8.5,4.21,0.0,0.0,89.61,100.0,28800,Weekday,Tuesday,Light_Load
3488,43.38,28.84,0.0,0.02,83.28,100.0,29700,Weekday,Tuesday,Light_Load
3489,93.02,55.37,0.0,0.04,85.93,100.0,30600,Weekday,Tuesday,Light_Load
3490,102.56,61.6,0.0,0.05,85.73,100.0,31500,Weekday,Tuesday,Light_Load
3491,126.79,52.96,0.0,0.06,92.27,100.0,32400,Weekday,Tuesday,Light_Load
3492,109.22,35.71,0.0,0.05,95.05,100.0,33300,Weekday,Tuesday,Medium_Load
3493,96.41,29.48,0.0,0.04,95.63,100.0,34200,Weekday,Tuesday,Medium_Load
3494,125.24,46.73,0.0,0.06,93.69,100.0,35100,Weekday,Tuesday,Medium_Load
3495,120.64,51.77,0.0,0.06,91.9,100.0,36000,Weekday,Tuesday,Medium_Load
3496,102.53,36.14,0.0,0.05,94.31,100.0,36900,Weekday,Tuesday,Maximum_Load
3497,117.79,41.26,0.0,0.05,94.38,100.0,37800,Weekday,Tuesday,Maximum_Load
3498,102.71,35.39,0.0,0.05,94.55,100.0,38700,Weekday,Tuesday,Maximum_Load
3499,111.92,34.02,0.0,0.05,95.68,100.0,39600,Weekday,Tuesday,Maximum_Load
3500,119.92,55.91,0.0,0.05,90.63,100.0,40500,Weekday,Tuesday,Maximum_Load
3501,117.94,65.77,0.0,0.05,87.34,100.0,41400,Weekday,Tuesday,Maximum_Load
3502,131.65,67.75,0.0,0.06,88.92,100.0,42300,Weekday,Tuesday,Maximum_Load
3503,124.42,68.76,0.0,0.06,87.52,100.0,43200,Weekday,Tuesday,Maximum_Load
3504,21.1,6.12,17.53,0.01,96.04,76.92,44100,Weekday,Tuesday,Medium_Load
3505,9.29,0.0,25.2,0.0,100.0,34.59,45000,Weekday,Tuesday,Medium_Load
3506,8.53,0.0,25.45,0.0,100.0,31.78,45900,Weekday,Tuesday,Medium_Load
3507,8.24,0.0,26.06,0.0,100.0,30.15,46800,Weekday,Tuesday,Medium_Load
3508,72.14,19.26,4.64,0.03,96.62,99.79,47700,Weekday,Tuesday,Medium_Load
3509,127.19,52.67,0.0,0.06,92.39,100.0,48600,Weekday,Tuesday,Medium_Load
3510,125.57,44.89,0.0,0.06,94.16,100.0,49500,Weekday,Tuesday,Medium_Load
3511,93.53,41.65,0.0,0.04,91.35,100.0,50400,Weekday,Tuesday,Medium_Load
3512,58.68,12.35,0.0,0.03,97.86,100.0,51300,Weekday,Tuesday,Medium_Load
3513,79.56,32.72,0.0,0.04,92.48,100.0,52200,Weekday,Tuesday,Medium_Load
3514,69.3,27.86,0.0,0.03,92.78,100.0,53100,Weekday,Tuesday,Medium_Load
3515,75.13,26.96,0.0,0.03,94.12,100.0,54000,Weekday,Tuesday,Medium_Load
3516,67.57,23.98,0.0,0.03,94.24,100.0,54900,Weekday,Tuesday,Medium_Load
3517,50.69,7.63,0.0,0.02,98.89,100.0,55800,Weekday,Tuesday,Medium_Load
3518,54.54,13.64,0.0,0.03,97.01,100.0,56700,Weekday,Tuesday,Medium_Load
3519,61.52,18.68,0.0,0.03,95.69,100.0,57600,Weekday,Tuesday,Medium_Load
3520,74.56,29.45,0.0,0.03,93.01,100.0,58500,Weekday,Tuesday,Medium_Load
3521,70.02,25.49,0.0,0.03,93.97,100.0,59400,Weekday,Tuesday,Medium_Load
3522,68.33,24.12,0.0,0.03,94.3,100.0,60300,Weekday,Tuesday,Medium_Load
3523,53.96,10.37,0.0,0.02,98.2,100.0,61200,Weekday,Tuesday,Medium_Load
3524,59.15,14.47,0.0,0.03,97.14,100.0,62100,Weekday,Tuesday,Maximum_Load
3525,65.48,14.98,0.0,0.03,97.48,100.0,63000,Weekday,Tuesday,Maximum_Load
3526,82.4,21.28,0.0,0.04,96.82,100.0,63900,Weekday,Tuesday,Maximum_Load
3527,81.32,11.92,0.18,0.04,98.94,100.0,64800,Weekday,Tuesday,Maximum_Load
3528,92.77,29.02,0.0,0.04,95.44,100.0,65700,Weekday,Tuesday,Maximum_Load
3529,45.14,15.23,0.0,0.02,94.75,100.0,66600,Weekday,Tuesday,Maximum_Load
3530,37.33,3.2,4.14,0.02,99.63,99.39,67500,Weekday,Tuesday,Maximum_Load
3531,38.77,0.65,4.03,0.02,99.99,99.46,68400,Weekday,Tuesday,Maximum_Load
3532,43.63,1.76,0.83,0.02,99.92,99.98,69300,Weekday,Tuesday,Maximum_Load
3533,41.54,1.19,2.12,0.02,99.96,99.87,70200,Weekday,Tuesday,Maximum_Load
3534,42.19,0.9,1.55,0.02,99.98,99.93,71100,Weekday,Tuesday,Maximum_Load
3535,42.55,0.58,1.22,0.02,99.99,99.96,72000,Weekday,Tuesday,Maximum_Load
3536,36.58,0.11,6.48,0.02,100.0,98.47,72900,Weekday,Tuesday,Medium_Load
3537,39.24,0.32,4.25,0.02,100.0,99.42,73800,Weekday,Tuesday,Medium_Load
3538,42.16,0.54,1.69,0.02,99.99,99.92,74700,Weekday,Tuesday,Medium_Load
3539,38.7,0.25,4.54,0.02,100.0,99.32,75600,Weekday,Tuesday,Medium_Load
3540,42.3,0.54,1.15,0.02,99.99,99.96,76500,Weekday,Tuesday,Medium_Load
3541,41.22,0.68,1.98,0.02,99.99,99.88,77400,Weekday,Tuesday,Medium_Load
3542,40.0,0.54,2.92,0.02,99.99,99.73,78300,Weekday,Tuesday,Medium_Load
3543,42.26,0.61,1.3,0.02,99.99,99.95,79200,Weekday,Tuesday,Medium_Load
3544,37.4,9.5,1.91,0.02,96.92,99.87,80100,Weekday,Tuesday,Maximum_Load
3545,33.12,24.91,0.0,0.02,79.92,100.0,81000,Weekday,Tuesday,Maximum_Load
3546,37.4,25.6,0.0,0.02,82.52,100.0,81900,Weekday,Tuesday,Maximum_Load
3547,41.11,28.4,0.0,0.02,82.28,100.0,82800,Weekday,Tuesday,Maximum_Load
3548,37.37,25.09,0.0,0.02,83.02,100.0,83700,Weekday,Tuesday,Light_Load
3549,42.88,31.5,0.0,0.02,80.59,100.0,84600,Weekday,Tuesday,Light_Load
3550,36.79,26.53,0.0,0.02,81.11,100.0,85500,Weekday,Tuesday,Light_Load
3551,33.05,24.73,0.0,0.02,80.07,100.0,0,Weekday,Tuesday,Light_Load
3552,41.72,30.89,0.0,0.02,80.37,100.0,900,Weekday,Wednesday,Light_Load
3553,39.42,28.69,0.0,0.02,80.85,100.0,1800,Weekday,Wednesday,Light_Load
3554,40.46,29.88,0.0,0.02,80.44,100.0,2700,Weekday,Wednesday,Light_Load
3555,39.64,29.34,0.0,0.02,80.38,100.0,3600,Weekday,Wednesday,Light_Load
3556,20.56,15.37,0.0,0.01,80.09,100.0,4500,Weekday,Wednesday,Light_Load
3557,5.08,5.36,0.0,0.0,68.79,100.0,5400,Weekday,Wednesday,Light_Load
3558,6.19,5.47,0.0,0.0,74.93,100.0,6300,Weekday,Wednesday,Light_Load
3559,5.94,5.08,0.0,0.0,76.0,100.0,7200,Weekday,Wednesday,Light_Load
3560,5.9,5.29,0.0,0.0,74.45,100.0,8100,Weekday,Wednesday,Light_Load
3561,5.94,5.4,0.0,0.0,73.99,100.0,9000,Weekday,Wednesday,Light_Load
3562,6.05,5.76,0.0,0.0,72.43,100.0,9900,Weekday,Wednesday,Light_Load
3563,5.98,5.47,0.0,0.0,73.79,100.0,10800,Weekday,Wednesday,Light_Load
3564,5.9,5.36,0.0,0.0,74.02,100.0,11700,Weekday,Wednesday,Light_Load
3565,5.94,5.44,0.0,0.0,73.75,100.0,12600,Weekday,Wednesday,Light_Load
3566,5.9,5.29,0.0,0.0,74.45,100.0,13500,Weekday,Wednesday,Light_Load
3567,5.98,5.4,0.0,0.0,74.22,100.0,14400,Weekday,Wednesday,Light_Load
3568,5.94,5.72,0.0,0.0,72.03,100.0,15300,Weekday,Wednesday,Light_Load
3569,5.94,5.33,0.0,0.0,74.43,100.0,16200,Weekday,Wednesday,Light_Load
3570,5.94,5.44,0.0,0.0,73.75,100.0,17100,Weekday,Wednesday,Light_Load
3571,5.22,5.33,0.0,0.0,69.97,100.0,18000,Weekday,Wednesday,Light_Load
3572,4.82,5.47,0.0,0.0,66.11,100.0,18900,Weekday,Wednesday,Light_Load
3573,4.0,3.74,0.0,0.0,73.04,100.0,19800,Weekday,Wednesday,Light_Load
3574,4.0,3.64,0.0,0.0,73.96,100.0,20700,Weekday,Wednesday,Light_Load
3575,4.0,3.67,0.0,0.0,73.68,100.0,21600,Weekday,Wednesday,Light_Load
3576,4.0,3.67,0.0,0.0,73.68,100.0,22500,Weekday,Wednesday,Light_Load
3577,4.07,3.89,0.0,0.0,72.29,100.0,23400,Weekday,Wednesday,Light_Load
3578,4.32,4.39,0.0,0.0,70.14,100.0,24300,Weekday,Wednesday,Light_Load
3579,4.75,5.29,0.0,0.0,66.81,100.0,25200,Weekday,Wednesday,Light_Load
3580,4.5,4.43,0.0,0.0,71.26,100.0,26100,Weekday,Wednesday,Light_Load
3581,6.08,5.58,0.0,0.0,73.68,100.0,27000,Weekday,Wednesday,Light_Load
3582,7.78,5.87,0.0,0.0,79.83,100.0,27900,Weekday,Wednesday,Light_Load
3583,7.88,5.15,0.0,0.0,83.71,100.0,28800,Weekday,Wednesday,Light_Load
3584,43.99,30.92,0.0,0.02,81.81,100.0,29700,Weekday,Wednesday,Light_Load
3585,62.71,46.98,0.0,0.03,80.03,100.0,30600,Weekday,Wednesday,Light_Load
3586,64.3,48.92,0.0,0.03,79.59,100.0,31500,Weekday,Wednesday,Light_Load
3587,82.62,41.47,0.0,0.04,89.37,100.0,32400,Weekday,Wednesday,Light_Load
3588,79.6,30.56,0.0,0.04,93.36,100.0,33300,Weekday,Wednesday,Medium_Load
3589,61.02,16.78,0.0,0.03,96.42,100.0,34200,Weekday,Wednesday,Medium_Load
3590,64.69,20.56,0.0,0.03,95.3,100.0,35100,Weekday,Wednesday,Medium_Load
3591,66.17,22.14,0.0,0.03,94.83,100.0,36000,Weekday,Wednesday,Medium_Load
3592,69.34,27.04,0.0,0.03,93.17,100.0,36900,Weekday,Wednesday,Maximum_Load
3593,68.08,25.16,0.0,0.03,93.8,100.0,37800,Weekday,Wednesday,Maximum_Load
3594,70.67,27.54,0.0,0.03,93.17,100.0,38700,Weekday,Wednesday,Maximum_Load
3595,78.16,35.42,0.0,0.04,91.08,100.0,39600,Weekday,Wednesday,Maximum_Load
3596,81.4,56.16,0.0,0.04,82.31,100.0,40500,Weekday,Wednesday,Maximum_Load
3597,75.2,51.59,0.0,0.03,82.46,100.0,41400,Weekday,Wednesday,Maximum_Load
3598,71.96,49.68,0.0,0.03,82.29,100.0,42300,Weekday,Wednesday,Maximum_Load
3599,65.09,40.0,0.0,0.03,85.2,100.0,43200,Weekday,Wednesday,Maximum_Load
3600,15.62,3.67,18.83,0.01,97.35,63.85,44100,Weekday,Wednesday,Medium_Load
3601,9.04,0.0,26.1,0.0,100.0,32.73,45000,Weekday,Wednesday,Medium_Load
3602,9.07,0.0,25.96,0.0,100.0,32.98,45900,Weekday,Wednesday,Medium_Load
3603,9.54,0.0,25.81,0.0,100.0,34.67,46800,Weekday,Wednesday,Medium_Load
3604,58.97,26.68,5.08,0.03,91.11,99.63,47700,Weekday,Wednesday,Medium_Load
3605,79.63,41.26,0.0,0.04,88.79,100.0,48600,Weekday,Wednesday,Medium_Load
3606,74.09,33.73,0.0,0.03,91.01,100.0,49500,Weekday,Wednesday,Medium_Load
3607,67.93,26.28,0.0,0.03,93.26,100.0,50400,Weekday,Wednesday,Medium_Load
3608,63.4,19.22,0.0,0.03,95.7,100.0,51300,Weekday,Wednesday,Medium_Load
3609,77.04,29.09,0.0,0.04,93.55,100.0,52200,Weekday,Wednesday,Medium_Load
3610,77.04,27.79,0.0,0.04,94.07,100.0,53100,Weekday,Wednesday,Medium_Load
3611,68.36,19.48,0.0,0.03,96.17,100.0,54000,Weekday,Wednesday,Medium_Load
3612,71.28,25.56,0.0,0.03,94.13,100.0,54900,Weekday,Wednesday,Medium_Load
3613,72.18,22.14,0.0,0.03,95.6,100.0,55800,Weekday,Wednesday,Medium_Load
3614,59.22,13.9,0.0,0.03,97.35,100.0,56700,Weekday,Wednesday,Medium_Load
3615,53.53,11.16,0.0,0.02,97.9,100.0,57600,Weekday,Wednesday,Medium_Load
3616,53.6,8.78,0.0,0.02,98.68,100.0,58500,Weekday,Wednesday,Medium_Load
3617,72.97,22.86,0.0,0.03,95.43,100.0,59400,Weekday,Wednesday,Medium_Load
3618,56.3,12.06,0.0,0.03,97.78,100.0,60300,Weekday,Wednesday,Medium_Load
3619,70.02,21.92,0.0,0.03,95.43,100.0,61200,Weekday,Wednesday,Medium_Load
3620,66.42,21.49,0.0,0.03,95.14,100.0,62100,Weekday,Wednesday,Maximum_Load
3621,51.16,5.04,0.36,0.02,99.52,100.0,63000,Weekday,Wednesday,Maximum_Load
3622,50.26,3.71,0.04,0.02,99.73,100.0,63900,Weekday,Wednesday,Maximum_Load
3623,45.5,1.58,1.48,0.02,99.94,99.95,64800,Weekday,Wednesday,Maximum_Load
3624,39.96,13.03,0.36,0.02,95.07,100.0,65700,Weekday,Wednesday,Maximum_Load
3625,44.1,18.58,0.0,0.02,92.15,100.0,66600,Weekday,Wednesday,Maximum_Load
3626,39.42,4.07,3.38,0.02,99.47,99.63,67500,Weekday,Wednesday,Maximum_Load
3627,36.68,0.0,5.4,0.02,100.0,98.93,68400,Weekday,Wednesday,Maximum_Load
3628,39.92,1.08,2.45,0.02,99.96,99.81,69300,Weekday,Wednesday,Maximum_Load
3629,43.45,1.01,0.43,0.02,99.97,100.0,70200,Weekday,Wednesday,Maximum_Load
3630,37.4,0.18,5.22,0.02,100.0,99.04,71100,Weekday,Wednesday,Maximum_Load
3631,42.88,1.08,0.79,0.02,99.97,99.98,72000,Weekday,Wednesday,Maximum_Load
3632,41.15,0.65,2.23,0.02,99.99,99.85,72900,Weekday,Wednesday,Medium_Load
3633,36.61,0.32,5.22,0.02,100.0,99.0,73800,Weekday,Wednesday,Medium_Load
3634,43.52,2.05,0.14,0.02,99.89,100.0,74700,Weekday,Wednesday,Medium_Load
3635,41.26,1.33,1.08,0.02,99.95,99.97,75600,Weekday,Wednesday,Medium_Load
3636,37.12,0.04,4.28,0.02,100.0,99.34,76500,Weekday,Wednesday,Medium_Load
3637,39.6,1.4,2.16,0.02,99.94,99.85,77400,Weekday,Wednesday,Medium_Load
3638,41.54,1.3,1.51,0.02,99.95,99.93,78300,Weekday,Wednesday,Medium_Load
3639,40.54,1.15,2.63,0.02,99.96,99.79,79200,Weekday,Wednesday,Medium_Load
3640,37.84,12.56,2.45,0.02,94.91,99.79,80100,Weekday,Wednesday,Maximum_Load
3641,35.71,27.04,0.0,0.02,79.72,100.0,81000,Weekday,Wednesday,Maximum_Load
3642,33.55,25.42,0.0,0.02,79.71,100.0,81900,Weekday,Wednesday,Maximum_Load
3643,32.72,23.94,0.0,0.02,80.7,100.0,82800,Weekday,Wednesday,Maximum_Load
3644,31.82,21.38,0.0,0.01,83.0,100.0,83700,Weekday,Wednesday,Light_Load
3645,31.39,20.95,0.0,0.01,83.18,100.0,84600,Weekday,Wednesday,Light_Load
3646,31.28,20.99,0.0,0.01,83.04,100.0,85500,Weekday,Wednesday,Light_Load
3647,30.6,20.99,0.0,0.01,82.46,100.0,0,Weekday,Wednesday,Light_Load
3648,30.67,21.71,0.0,0.01,81.62,100.0,900,Weekday,Thursday,Light_Load
3649,30.6,21.78,0.0,0.01,81.47,100.0,1800,Weekday,Thursday,Light_Load
3650,29.81,21.78,0.0,0.01,80.74,100.0,2700,Weekday,Thursday,Light_Load
3651,27.94,21.13,0.0,0.01,79.76,100.0,3600,Weekday,Thursday,Light_Load
3652,17.28,14.72,0.0,0.01,76.12,100.0,4500,Weekday,Thursday,Light_Load
3653,5.04,6.16,0.0,0.0,63.32,100.0,5400,Weekday,Thursday,Light_Load
3654,6.3,6.66,0.0,0.0,68.72,100.0,6300,Weekday,Thursday,Light_Load
3655,6.05,6.52,0.0,0.0,68.02,100.0,7200,Weekday,Thursday,Light_Load
3656,6.12,6.77,0.0,0.0,67.06,100.0,8100,Weekday,Thursday,Light_Load
3657,6.16,6.8,0.0,0.0,67.14,100.0,9000,Weekday,Thursday,Light_Load
3658,6.05,6.55,0.0,0.0,67.85,100.0,9900,Weekday,Thursday,Light_Load
3659,6.01,6.59,0.0,0.0,67.38,100.0,10800,Weekday,Thursday,Light_Load
3660,6.01,6.52,0.0,0.0,67.78,100.0,11700,Weekday,Thursday,Light_Load
3661,6.08,6.62,0.0,0.0,67.64,100.0,12600,Weekday,Thursday,Light_Load
3662,6.01,6.41,0.0,0.0,68.4,100.0,13500,Weekday,Thursday,Light_Load
3663,6.01,6.41,0.0,0.0,68.4,100.0,14400,Weekday,Thursday,Light_Load
3664,5.98,6.59,0.0,0.0,67.2,100.0,15300,Weekday,Thursday,Light_Load
3665,6.19,6.77,0.0,0.0,67.48,100.0,16200,Weekday,Thursday,Light_Load
3666,6.05,6.66,0.0,0.0,67.24,100.0,17100,Weekday,Thursday,Light_Load
3667,4.97,6.59,0.0,0.0,60.21,100.0,18000,Weekday,Thursday,Light_Load
3668,4.93,6.52,0.0,0.0,60.31,100.0,18900,Weekday,Thursday,Light_Load
3669,4.97,6.48,0.0,0.0,60.86,100.0,19800,Weekday,Thursday,Light_Load
3670,4.86,6.08,0.0,0.0,62.44,100.0,20700,Weekday,Thursday,Light_Load
3671,4.18,4.5,0.0,0.0,68.06,100.0,21600,Weekday,Thursday,Light_Load
3672,4.21,4.75,0.0,0.0,66.33,100.0,22500,Weekday,Thursday,Light_Load
3673,4.93,6.26,0.0,0.0,61.87,100.0,23400,Weekday,Thursday,Light_Load
3674,4.61,5.44,0.0,0.0,64.65,100.0,24300,Weekday,Thursday,Light_Load
3675,4.57,5.33,0.0,0.0,65.09,100.0,25200,Weekday,Thursday,Light_Load
3676,5.29,5.98,0.0,0.0,66.26,100.0,26100,Weekday,Thursday,Light_Load
3677,5.94,5.58,0.0,0.0,72.88,100.0,27000,Weekday,Thursday,Light_Load
3678,8.1,5.83,0.0,0.0,81.16,100.0,27900,Weekday,Thursday,Light_Load
3679,8.14,4.86,0.0,0.0,85.86,100.0,28800,Weekday,Thursday,Light_Load
3680,41.72,26.96,0.0,0.02,83.99,100.0,29700,Weekday,Thursday,Light_Load
3681,57.74,41.47,0.0,0.03,81.22,100.0,30600,Weekday,Thursday,Light_Load
3682,58.03,43.13,0.0,0.03,80.26,100.0,31500,Weekday,Thursday,Light_Load
3683,63.94,24.41,0.0,0.03,93.42,100.0,32400,Weekday,Thursday,Light_Load
3684,66.42,18.79,0.0,0.03,96.22,100.0,33300,Weekday,Thursday,Medium_Load
3685,57.2,13.14,0.0,0.03,97.46,100.0,34200,Weekday,Thursday,Medium_Load
3686,60.16,15.3,0.0,0.03,96.91,100.0,35100,Weekday,Thursday,Medium_Load
3687,59.33,13.21,0.0,0.03,97.61,100.0,36000,Weekday,Thursday,Medium_Load
3688,74.3,26.53,0.0,0.03,94.18,100.0,36900,Weekday,Thursday,Maximum_Load
3689,57.85,13.46,0.0,0.03,97.4,100.0,37800,Weekday,Thursday,Maximum_Load
3690,55.73,14.22,0.0,0.03,96.9,100.0,38700,Weekday,Thursday,Maximum_Load
3691,62.46,22.86,0.0,0.03,93.91,100.0,39600,Weekday,Thursday,Maximum_Load
3692,56.16,33.44,0.0,0.03,85.92,100.0,40500,Weekday,Thursday,Maximum_Load
3693,66.85,45.61,0.0,0.03,82.61,100.0,41400,Weekday,Thursday,Maximum_Load
3694,71.06,48.1,0.0,0.03,82.81,100.0,42300,Weekday,Thursday,Maximum_Load
3695,78.44,52.56,0.0,0.04,83.07,100.0,43200,Weekday,Thursday,Maximum_Load
3696,22.1,8.53,16.63,0.01,93.29,79.9,44100,Weekday,Thursday,Medium_Load
3697,9.22,0.0,25.31,0.0,100.0,34.23,45000,Weekday,Thursday,Medium_Load
3698,9.61,0.0,24.98,0.0,100.0,35.91,45900,Weekday,Thursday,Medium_Load
3699,11.23,0.0,24.59,0.01,100.0,41.54,46800,Weekday,Thursday,Medium_Load
3700,56.2,20.09,1.91,0.03,94.16,99.94,47700,Weekday,Thursday,Medium_Load
3701,76.82,33.3,0.0,0.04,91.75,100.0,48600,Weekday,Thursday,Medium_Load
3702,82.33,30.96,0.0,0.04,93.6,100.0,49500,Weekday,Thursday,Medium_Load
3703,113.33,45.94,0.0,0.05,92.68,100.0,50400,Weekday,Thursday,Medium_Load
3704,124.63,55.33,0.0,0.06,91.4,100.0,51300,Weekday,Thursday,Medium_Load
3705,118.22,54.04,0.0,0.05,90.95,100.0,52200,Weekday,Thursday,Medium_Load
3706,85.61,42.01,0.0,0.04,89.77,100.0,53100,Weekday,Thursday,Medium_Load
3707,108.65,38.3,0.0,0.05,94.31,100.0,54000,Weekday,Thursday,Medium_Load
3708,100.94,42.52,0.0,0.05,92.16,100.0,54900,Weekday,Thursday,Medium_Load
3709,70.49,27.9,0.0,0.03,92.98,100.0,55800,Weekday,Thursday,Medium_Load
3710,113.9,47.99,0.0,0.05,92.15,100.0,56700,Weekday,Thursday,Medium_Load
3711,106.56,33.44,0.0,0.05,95.41,100.0,57600,Weekday,Thursday,Medium_Load
3712,105.55,33.05,0.0,0.05,95.43,100.0,58500,Weekday,Thursday,Medium_Load
3713,75.85,26.06,0.0,0.03,94.57,100.0,59400,Weekday,Thursday,Medium_Load
3714,89.03,29.45,0.0,0.04,94.94,100.0,60300,Weekday,Thursday,Medium_Load
3715,130.79,48.85,0.0,0.06,93.68,100.0,61200,Weekday,Thursday,Medium_Load
3716,113.15,66.64,0.0,0.05,86.17,100.0,62100,Weekday,Thursday,Maximum_Load
3717,90.65,37.66,0.0,0.04,92.35,100.0,63000,Weekday,Thursday,Maximum_Load
3718,59.11,14.22,0.0,0.03,97.23,100.0,63900,Weekday,Thursday,Maximum_Load
3719,92.92,25.2,0.11,0.04,96.51,100.0,64800,Weekday,Thursday,Maximum_Load
3720,63.94,24.66,0.07,0.03,93.3,100.0,65700,Weekday,Thursday,Maximum_Load
3721,92.45,40.07,0.0,0.04,91.75,100.0,66600,Weekday,Thursday,Maximum_Load
3722,58.64,7.92,1.01,0.03,99.1,99.99,67500,Weekday,Thursday,Maximum_Load
3723,42.48,0.79,2.66,0.02,99.98,99.8,68400,Weekday,Thursday,Maximum_Load
3724,39.49,0.04,3.24,0.02,100.0,99.67,69300,Weekday,Thursday,Maximum_Load
3725,76.32,14.51,0.9,0.03,98.24,99.99,70200,Weekday,Thursday,Maximum_Load
3726,111.49,31.36,0.0,0.05,96.26,100.0,71100,Weekday,Thursday,Maximum_Load
3727,74.56,15.34,1.19,0.03,97.95,99.99,72000,Weekday,Thursday,Maximum_Load
3728,92.27,23.08,0.04,0.04,97.01,100.0,72900,Weekday,Thursday,Medium_Load
3729,109.15,30.35,0.0,0.05,96.34,100.0,73800,Weekday,Thursday,Medium_Load
3730,51.59,4.03,2.34,0.02,99.7,99.9,74700,Weekday,Thursday,Medium_Load
3731,100.84,25.06,0.07,0.05,97.05,100.0,75600,Weekday,Thursday,Medium_Load
3732,107.5,28.69,0.0,0.05,96.62,100.0,76500,Weekday,Thursday,Medium_Load
3733,48.31,1.84,2.27,0.02,99.93,99.89,77400,Weekday,Thursday,Medium_Load
3734,82.8,19.08,0.79,0.04,97.45,100.0,78300,Weekday,Thursday,Medium_Load
3735,56.48,6.55,2.23,0.03,99.33,99.92,79200,Weekday,Thursday,Medium_Load
3736,38.74,11.34,1.69,0.02,95.97,99.9,80100,Weekday,Thursday,Maximum_Load
3737,38.63,28.12,0.0,0.02,80.85,100.0,81000,Weekday,Thursday,Maximum_Load
3738,38.56,27.97,0.0,0.02,80.95,100.0,81900,Weekday,Thursday,Maximum_Load
3739,57.96,38.77,0.0,0.03,83.12,100.0,82800,Weekday,Thursday,Maximum_Load
3740,84.24,49.36,0.0,0.04,86.28,100.0,83700,Weekday,Thursday,Light_Load
3741,38.95,27.5,0.0,0.02,81.69,100.0,84600,Weekday,Thursday,Light_Load
3742,64.37,40.28,0.0,0.03,84.77,100.0,85500,Weekday,Thursday,Light_Load
3743,87.95,52.45,0.0,0.04,85.89,100.0,0,Weekday,Thursday,Light_Load
3744,39.38,28.4,0.0,0.02,81.11,100.0,900,Weekday,Friday,Light_Load
3745,74.3,43.78,0.0,0.03,86.16,100.0,1800,Weekday,Friday,Light_Load
3746,60.98,38.3,0.0,0.03,84.68,100.0,2700,Weekday,Friday,Light_Load
3747,30.31,23.26,0.0,0.01,79.33,100.0,3600,Weekday,Friday,Light_Load
3748,22.54,20.81,0.0,0.01,73.47,100.0,4500,Weekday,Friday,Light_Load
3749,27.43,21.89,0.0,0.01,78.16,100.0,5400,Weekday,Friday,Light_Load
3750,11.77,9.97,0.0,0.01,76.3,100.0,6300,Weekday,Friday,Light_Load
